sentence,label
"it's nov 2nd ,  at mumbai int'l airport with @someUSER  .  leaving india in 2 hours .  mixed bag of feelings .  #timeflies #bittersweet",neutral
"rivers to gates ,  for only the 3rd time this season .  keep it up chiefs ,  fantasy teams need you",positive
anna ji aap agar sath aaye dilli nahni valki hindustan ko bjp aur congress mukt kar dengei,positive
"i may be the odd man out on this but i don't get all the buzz on this kendrick lamar .  decent i guess ,  but not stellar .",negative
"i agree  ,  but i would say 90% of humans are idiots",negative
apna chehra dekh pahle,negative
who would go see @someUSER with me at dar constitution hall on sunday evening ?,neutral
""" @someUSER damn next saturday tho ""  niggas was trynna get shit over with #early",negative
chalk lane ke liye hamesha tyar rehte the .  . is bahane pure school ka round mar lete the .  .,neutral
niggas be on the lakers dick .  .  . we still gon finish damn near first seed .  .  . while yo team be struggling for the 8th spot,negative
@someUSER nick diaz is da best !  smoke weed every day and drop out of school in 6th grade !  fuck yeah !,positive
yhi exact sentence h esse better to ban hi nhi skta .  .  .  .,positive
maam is wrong in rejecting guddu .  .  . acting me to chhora ghana tez hai,positive
beti k exam k liye 80000 hajar rupey me banglow rent pe liya .  .  . kya ye delhi ki janta k sath dhuka nahi he ?  ?  ?,negative
hahaha yeh hm kiye hai .  .  .  guddu ki kasam .  .  :-p,positive
i think my this statement is enough to shut the mouth of all congress & other party supporters .  .   .  .  plz do vote for parmila tokas ji .  aap party will come with full majority this time .  .   .,positive
abki baar guddu ke ghar tindey nahi bane  ?  :d,neutral
arvind sir u will be winner .  me aapke saath hu .,positive
anna ji ap kisi party ko saport mat kariye ye warna janta apko bhi satta ka bhookha samjhegi,neutral
hehehehe mai hamesa yhi krta tha  .  .  . hats off faisal bhai  .  .  . :),positive
downloading different versions of the greek alphabet song to listen to on repeat on a thursday night .  .  this is my life now .  .,neutral
"the best thing about walking dead returning is it means spartacus will be back soon too !  (dammit ,  starz site says january)",positive
kejribaba ke liye chote se swal 1 .  1 reciept par kitne logo se chanda liya  ?  2 .  dubai ke paise ka delhi ke chunav mein kya kaam 3 .  500 school aur 20 college ke liye 6000 acre land kaha se layoge .  .  .  4 .  20000 lit muft pani kaha se laoge  .  .  .  5 .  15 lacs cctv camere ki nigrani kaise karoge  .  .  puri polce force ko sirf tv dekhne ke liye hi bithaoge kya  .  .  ?  delhi ki janta ko murkh banana band karo .  jo apni khansi ka ilaj nahi karva saka vo kahta hai main delhi ka ilaj karunga  .  .  .  dongi kejri uncle,negative
saala hamaare school me hindi me baat karne pe 10 rs fine lete the  .  .  .  .  ab samajh me aaya is fine ke peeche ka asli uddeshya .  .  :( :@,negative
ditto feeling,positive
"all tied at 14 after 1st qtr ,  murray state with ball in red zone",neutral
"faizal bhai  .  ,  .  ,  .  ,  , aapke is  ""  guddu  "" ne hum sub ka bachpan firse lota diya hai  .  ,  .  ,  .  .  ,  , thanx for  .  ,  ,  .  .  ,  !  !  !  !",positive
films mei kab dikha ye  ?,neutral
anna .  ab kya tu bhi naukari karega kya  ?  ?  tumhare sabhi ladke to set kar dia congress government ne,negative
chip ke pack per concentrate karo,positive
!  !  ! typrighter sharma ji ka launda !  !  !,neutral
@someUSER @someUSER was cult viewing from my 6th form days with vic's big night out .  channel 4 had all comedy/sport bases covered !,positive
guddu se bada to bat hai :p,neutral
kuch udbilaoo uncle bhi hote hai  .  .  .  .  unhe to sahi se ghoor bhi nhi sakte :o,negative
neki kar dariya mein daal  .  tujhe khush hona chahiye ki teri wajah se do person us seat ko use kar paaye,positive
han yar kai baar kameene doston k wajah se saza milti thi .  .  .  .  .  :(,negative
i love contra .  .  .,positive
apki kitni tarif karu utana kam hai my favrate hero salman khan,positive
bhai aisa mere sath hua hai u r awesome bhai,positive
bhai is baar na chak paya india :(,negative
okc thunder center kendrick perkins may miss the preseason due to a wrist injury,negative
mera vote aap ko,neutral
hindu ladka :p  .   .  <3  .   .  muslim ladki :p  .   .  caste system :(  .   .  bdi nainsaafi h :v :( :/,negative
"kaafi samay baad  .  . aakhirkaar  "" teri suar ki ""  sunne mila .  . :d one of the best dialogue so far .  . from guddu .  . :d :p",positive
"if you find any problem in evm all that you need is to complain it to presiding officer who will inform it to zonal magistrate  , and in no time the defected evm would be replaced by a new one .",positive
i've been on tv a few times now .  still waiting for the call from itv about dancing on ice though .  starting to think i may be too famous .,negative
abey confession page h to confession bhi post kr diya kr -_-,negative
main jab tak chalk dhundta rehta tha tab tak ghanti baj jati thi break ki .  .  .  .  sidha agle din milta tha teacher se))),neutral
condom ke add par agar tere ghar walo ne channel change na kiya hota to tu bach skta tha :-p,negative
"abe yeh alien kon h  ,  ,  ,  ,  ?  ?  ?  ?  ?  ?  ?  ?  ?",neutral
mobile yea factory,neutral
@someUSER good luck tomorrow !  i did it once .  big david james and harry redknapp started the race .  they wore bomber jackets .  .  .,positive
drew peterson is #untouchable no more !  check out these movie photos before you watch on sun at 7/6c: http/URL,positive
yaar mujhe bhi yaad aa gaya main bhi sochta tha ku mario ka compitition ho college me aur main jeet jaunga .  teri soch ko salam main akela nhi tha aisa sochne wala,positive
@someUSER if you get ungrounded tomorrow go to lauren's birthday kickback,neutral
delhi me to modi sir ki sarkaar aane wali h .  .,positive
"you are forgetting something ,  this government have full samarthan",positive
"out castle sun .  and staying there until tues .  mother said  "" it aint safe up dere in that new york wit sandy all thru dere ""  fvck you ,  sandy .",negative
ek dum sahi,positive
cartoonist ne google se nikala hai prestige ka meaning(google prestige meaning and see for yourself) ;),neutral
guddu da plan successfull ho gya !  !  wadhiya ji  .  .,positive
ya .  really sir .  they dont know .  .  anything they r just useless peoples .  and they dont have any agendas to present infront of peoples .  only coming to eat money and rule people .,negative
mummy har time grih-shobha hi pdhti rehtii hai  .  .  .  :p :d,neutral
realy dd1 is a great channel,positive
really me arushi ke murder kisne kiya tha abi tak pata nahi .  .  .,negative
wah  ! what was mind ?,positive
our founder (@someUSER will be speaking at social media week (#smwldn) on friday .  read about it: http/URL,neutral
kiran bedi + narendra modi = dilli ka satyaanash  !  !  !,negative
20 rupaye to bohot hain game khelne aur patang udaane ke liye b-) ye toh hafte bhar ka kharcha hai :-d,positive
"acta on choo getting thrown out at 2b with 1 out and down by 2 in 9th .   "" you have give the tying run a chance to come to the plate .  """,negative
long princeton (and diggy) #imagine : happy valentine's day (yn) .  .  .  february 14 it's been 9 m http/URL via @someUSER,positive
"maine pehle bhi 1-2 baar try kiya ,  advice dene ka .  .  bhai ,  hindi font mein likho .  .  mazaa aa jayega .  .  by god",positive
i still have a lot of candy left anyone want tomorrow :'),positive
yeh sweater bune wali teachers har school mein hoti h ?  ?  mere m b thi :p,positive
excited about the bump in ram for raspberry pi .  such a nice surprise for a monday .  : ),positive
bahut bewafa hai yeh dunia isko love bardast nhi hota h,negative
socha to tha treat du but torture nikla  .  .  .  .  .  lol  .  .  .,positive
tennessee tech's steve payne says murray state does things the right way - oct 24 @ 6:47 pm et http/URL,positive
tume kya indian mila nahi pakistan khiladi s mallick saadi kar liya,neutral
bjp k support se kar raha he ye galat kaam,negative
adam levine strikes a pose for photographers outside of the late show with david letterman on thursday (october 25) in new york city,neutral
bharva bhindi .  .  . ha ha  .  .  .  sab ki bolti band .  .  .,negative
sophia grace and rosie look back at highlights from their long singing career (it's their 1st anniversary on .  .  .  http/URL,neutral
school ki yaad aa gyi by god ki kasam ek ek baat akhand satya hai :p,positive
yaar sare secret open ni krte,negative
proper buzzing to watch the vow with @someUSER tomorrow;),positive
v-p nominee jaswant likely to meet jayalalithaa on august 6: 'some of our leaders are also in touch with  .  .  .  http/URL #india,neutral
ab bharose ke layak nahi hai aap .,negative
can't wait to raid cvs tomorrow for the discounted candy .  #halloween,positive
@someUSER just wait till we're getting classy with wine on saturday !  !,positive
"if you live in the south orlando area ,  be on the lookout .  @someUSER has its 6th site opening on october 30th near the florida mall !",neutral
"rugby fest at padang: november 01 ,  2012 3:54 pmtop class rugby action will take place at the padang from friday ,  .  .  .  http/URL",neutral
"garbage bin ,  waha pe petrol ki tanki hoti hai aur har baar sambhalke baithna padta hai aur brake lagte time bahut zooro se lagti hai :/",neutral
rockets have 15 assists in the 1st half .  lin and harden each have five dimes .,neutral
aah kisi tarah try krte ki ladoo do bar mil jaye .  . chabad chabad !  !  !,neutral
"phir wahi modi wale sapney ,   .  .  .  .  .  .  .  .  .  .  .  .  .  .",neutral
match hrane me guddu ka maa ka bahut bada hath hota agr guddu ke papa rokte nhi  .  .  :),negative
@someUSER waheed proposed mdp to join the gov prior coni's verdict .  7 feb controversial power transfer refrained mdp joining the govt .,negative
i still remember  .  .  . during sharjah matches .  .  .  . the scene was use to be the same :) sachin jab tak khel ra hai hilnaa mat,neutral
are ulta hai yeh .  .  . papa paise dete hai .  .  . mom nhi .  .  . :-p,negative
guddu ps4 aur xbox one kab use karna seekhega ?,negative
we are born actors ;),neutral
"incredible pass from vick to kyle williams .  williams out jumps carr in the end zone ,  21-0 in 2nd .",positive
aur darshako ki bhari demand ke baad luncher paaji maidaan me fir se nazar aate hue .  .  .  . chomb chomb .  .  !  !  !  !  !,neutral
cm bn gya kejriwall .  .  .  . 1oo%,positive
he he he pitaayi ke beech mein bhi luncher paaji kha hi rahe hain :p :p epic :),positive
shan ke expression mast lage :p,positive
aur aage khade hokar horn bajane me alag hi maza tha :-),positive
"manav viggap to laddu wale ho , game to apne kabhi khele hi nhi :p",neutral
"@someUSER we haven't talked about it yet .  however ,  we are very excited about the jan revolution heifer calf that is inside of her .",positive
"us secretary of state press availability on the london conference: london ,  united-kingdom ,  february 24 ,  2012/afr .  .  .  http/URL",neutral
ama semifinal h kal  .  .  . uske upar bi kuch post kro,neutral
"ye sab tune relation mein aane se pehle kyu nai socha jo ab soch raha hai uski life kharab karne ke baad  ,  tum jaise insaan ki soch kabhi nahi badal sakti  .  .",negative
by god ye wala to super dhaansu gag banaya hai faisal bhai .  .  .  .  .  .  kasam se,positive
praacheen kaal ki manyata agar match ke beech me uthe to player ke dande udd gaye samjho .  :d :d  !,negative
"you definitely care more about the college than the course  .  .  you need to realize what you want to do first  !  your marksheet would carry the name of the university and not the college  ,  from what i've heard  !",negative
supw- socially useful productive work .  .  .  .  .  .  .  .  .  .  .  . sirf mom ke liye extra production work ho jata tha !  !  hum log guddu ki tarah baith kar pankha on/off hii karte reh jaate the :) thank you mom for all your hard work :) :d,positive
celebrity juice is the highlight of my thursday night .  .  keith lemmon is hilarious hahaha,positive
thats true humaara chemistry ka exam hai monday ko,neutral
sat waiting for the bus trying to beat my high score on temple run #justbecause,neutral
yu toh main batlata nahi .  . par fikkar teri karta hu main maa .  .  .  .  .  .  .  .  .,positive
ok,neutral
i played rugby yesterday may have broken my finger but it was definitely worth the pain the game is more fun than i remember,positive
